Estado,Medicamento,Apresentacao,Data,Valor,Quantidade,Base
SP,Risperidona,1mg - Comprimido/Cápsula,2021-06-24,20.7,300,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-02-11,62.1,900,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-06-04,41.4,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-09-10,180.09,2610,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-02-09,345.69,5010,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-04-22,70.38,1020,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-08-20,138.69,2010,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-12-01,6.3,90,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-12-14,35.7,510,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-04-01,511.29,7410,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-06-08,414,6000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-09-20,840,6000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-12-29,525,7500,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-09-23,82.8,1200,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-05-24,275.31,3990,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-08-27,207,3000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-12-09,280,4000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-03-30,20.7,300,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-08-06,41.4,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-11-24,0,0,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-11-26,21,300,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-02-15,99.36,1440,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-03-31,260.82,3780,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-05-27,244.26,3540,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-08-02,182.16,2640,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-11-29,350.7,5010,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-03-02,81371.7,1179300,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-05-10,1495.8,540,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-07-21,2440,800,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-08-12,83394.09,1208610,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-09-09,1213.02,17580,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-09-09,84.87,1230,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-11-22,842.1,12030,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-11-22,56.7,810,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-11-24,7331.1,104730,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-11-24,34219.5,488850,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-11-24,34219.5,488850,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-12-30,22686.3,324090,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-08-30,223.56,3240,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-09-17,162,1800,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-02-08,28,200,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-03-30,56,400,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-08-12,109.71,1590,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-11-03,415.8,4200,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2021-07-01,163.53,2370,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-12-07,103.68,960,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-08-05,93.96,870,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-04-16,38.88,360,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-11-25,32.4,300,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-03-24,32.4,300,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-03-24,16.2,150,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-03-02,66449.16,615270,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-02-26,460.08,4260,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-02-26,12.96,120,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-04-16,346.68,3210,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-08-12,13718.16,127020,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-10-05,255.96,2370,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-10-05,9.72,90,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-10-18,1001.16,9270,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-10-27,12367.08,114510,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-11-23,12367.08,114510,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2021-11-24,12367.08,114510,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-06-14,472.68,100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-08-18,430,100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-12-30,3870,900,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-12-29,258,60,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-12-30,86,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-04-14,472.68,100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-05-13,19553.4,180,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-02-23,472.68,100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-09-28,129,30,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-03-02,121006.08,25600,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-04-16,1418.04,300,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-04-16,472.68,100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-06-24,118642.68,25100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-09-09,602,140,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-09-09,215,50,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-11-24,14663,3410,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-03-01,945.36,200,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-03-23,936,200,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-12-13,468,100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-10-07,473,110,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-02-16,472.68,100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-12-30,43,10,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-03-01,2363.4,500,LAI
SP,Risperidona,1mg/ml - Solução Oral,2021-03-01,472.68,100,LAI
SP,Risperidona,37.5mg - Injetável,2021-04-09,9328.68,12,LAI
SP,Risperidona,37.5mg - Injetável,2021-12-30,22167.36,24,LAI
SP,Risperidona,25mg - Injetável,2021-10-27,8036.88,12,LAI
SP,Risperidona,0.5mg - Comprimido/Cápsula,2021-09-15,1020.6,540,LAI
SP,Risperidona,0.5mg - Comprimido/Cápsula,2021-12-17,1530.9,810,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-03-09,88.7,1260,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-09,139.39,1980,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-04-26,105.6,1500,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-30,101.38,1440,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-06-23,33.79,480,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-06-13,12.67,180,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-07-24,12.67,180,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-09,14.78,210,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-03,50.69,720,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-08,84.48,1200,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-03-16,14.78,210,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-06-01,71.81,1020,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-01,52.8,750,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-10-19,420,2100,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-01,285.12,4050,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-03-09,190.08,2700,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-04-03,253.44,3600,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-07-07,316.8,4500,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-13,63.36,900,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-27,158.4,2250,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-10-24,132,600,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-12-07,180,1200,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-12-11,480,3000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-03-10,316.8,4500,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-05-26,141.5,2010,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-08-25,422.4,6000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-30,325.25,4620,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-09,139.39,1980,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-08-17,177.41,2520,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-06,141.5,2010,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-17,428.38,6084.9,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-04-06,838.46,11910,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-29,534.34,7590,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-06,337.92,4800,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-03-24,986.3,14010,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-08-02,422.4,6000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-16,887.04,12600,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-10-26,50.69,720,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-07-20,73.92,1050,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-07-05,126.72,1800,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-10-19,211.2,3000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-07-31,105.6,1500,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-01,176,2500,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-02,147.84,2100,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-28,168.96,2400,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-06-23,844.8,12000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-21,1267.2,18000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-21,0,0,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-03-14,350.59,4980,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-10-31,139.39,1980,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-05-23,561.79,7980,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-10-19,211.2,3000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-06-01,306.24,4350,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-06-07,0,0,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-06-16,42.24,600,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-17,422.4,6000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-03-09,302.02,4290,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-04-05,120.38,1710,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-05-15,221.76,3150,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-07-27,658.94,9360,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-07,1689.6,24000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-04-06,669.5,9510,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-04-25,226488.77,3217170,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-26,585226.75,8312880,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-01,1123.58,15960,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-30,197431.87,2804430,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-03-13,422.4,6000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-29,422.4,6000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-08,196.43,2790.15,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-05-30,126.72,1800,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-08-07,118.27,1680,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-09-22,111.94,1590,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-17,111.94,1590,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-05-29,330,3000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-05-17,702.24,7980,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-21,1335,15000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-02-28,13559.04,192600,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-05-25,11214.72,159300,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-08-24,16558.08,235200,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-11-13,11265.41,160020,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-04-06,65.47,930,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2023-07-04,185.86,2640,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-04-10,14.76,210,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-04-12,139.19,1980,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-09-28,259.41,3690,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-08-09,140.4,1170,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-02-09,181.37,2580,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-09-05,137.09,1950,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-11-30,132.87,1890,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-04-11,12.65,180,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-06-14,130.76,1860,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-02-09,0,0,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-10-05,42.18,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-02-08,8.44,120,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-03-08,36,300,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-07-05,14.4,90,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-09-27,12.65,180,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-03-10,50.62,720,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-05-26,31.64,450,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-08-25,126.54,1800,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-02-17,90.69,1290,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-06-29,35.85,510,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-08-18,52.73,750,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-09-29,189.81,2700,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-11-06,126.54,1800,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-03-24,352.2,5010,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-08-02,280.5,3990,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-12-13,1199.7,6200,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-02-07,21.09,300,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-02-02,71.71,1020,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-09-28,42.18,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-09-29,42.18,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-10-31,105.45,1500,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-11-23,8.44,120,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-02-13,210.9,3000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-03-09,303.7,4320,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-05-15,276.28,3930,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-07-27,455.54,6480,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-11-07,398.6,5670,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-04-25,45524.87,647580,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-07-11,299.48,4260,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-09-01,186661.26,2655210,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-09-26,25729.8,366000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-11-01,1067.15,15180,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-11-08,2856,800,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-11-30,63510.43,903420,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-02-08,153.97,2190.15,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-05-05,126.54,1800,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-06-28,141.3,2010,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-05-16,63.27,900,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-08-22,63.27,900,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-09-22,63.27,900,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-10-18,42.18,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-05-29,135,900,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-12-28,112.5,750,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-05-17,365,5000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-11-21,534,6000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2023-08-31,172.94,2460,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-12-13,51.6,400,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-04-06,154.8,1200,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-09-05,77.4,600,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-11-08,77.4,600,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-12-14,51.6,400,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-05-09,25.8,200,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-04-19,49355.4,382600,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-07-06,46285.2,358800,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-09-28,119196,924000,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-11-01,412.8,3200,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2023-12-15,17260.2,133800,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-12-19,50.2,10,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-07-25,47.6,10,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-12-18,200.8,40,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-07-13,1369.92,12,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-03-03,142.8,30,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-02-06,809.2,170,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-02-15,238,50,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-04-12,714,150,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-08-10,47.6,10,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-12-12,1004,200,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-12-18,50.2,10,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-12-11,150.6,30,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-03-01,47.6,10,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-05-09,95.2,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-05-10,0,0,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-07-26,2052,18,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-10-24,60,2,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-04-06,47.6,10,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-06-22,95.2,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-11-14,1255,250,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-12-29,3765,750,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-03-13,54597.2,11470,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-07-17,2142,450,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-12-11,5522,1100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-12-11,2861.4,570,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-12-15,133833.2,26660,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-02-24,476,100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-05-10,333.2,70,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-07-28,333.2,70,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-11-27,240,40,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-12-14,100.4,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-04-06,238,50,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-03-20,0,0,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-03-23,5212.8,1440,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-02-08,0,0,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-08-30,1560,16,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-11-06,663,300,LAI
SP,Risperidona,1mg/ml - Solução Oral,2023-08-11,240522.8,50530,LAI
SP,Risperidona,37.5mg - Injetável,2023-03-20,0,0,LAI
SP,Risperidona,37.5mg - Injetável,2023-03-23,10078.44,12,LAI
SP,Risperidona,37.5mg - Injetável,2023-07-13,12979.08,12,LAI
SP,Risperidona,37.5mg - Injetável,2023-12-18,27039.78,25,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-08-19,57.6,720,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-24,67.2,840,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-06-11,24,300,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-14,14.4,180,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-15,50.4,630,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-07-11,115.2,1440,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-22,122.4,1530,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-24,14.4,180,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-17,72,900,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-26,14.4,180,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-09-12,7.2,90,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-06-05,129,1000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-16,319.2,3990,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-29,100,1000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-04-25,576,7200,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-20,1056,13200,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-23,0,0,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-27,756,7200,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-28,261.3,2010,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-07-04,160.8,2010,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-05,273.6,3420,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-03,480,6000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-09-25,96,1200,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-04-19,1200,15000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-08-09,1984.8,24810,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-04-18,2560.8,32010,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-15,0,0,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-11-08,496.8,6210,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-02,57.6,720,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-07-29,57.6,720,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-07-31,120,1500,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-03,240,3000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-02,158.4,1980,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-07-23,158.4,1980,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-17,224,2800,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-06-28,240,3000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-03,360,4500,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-28,480,6000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-09,408,5100,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-07-16,240,3000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-09-30,391.2,4890,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-23,360,4500,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-14,96,1200,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-04-19,384,4800,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-06-05,1152,14400,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-09-16,1704,21300,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-26,880.8,11010,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-06-04,115905.6,1448820,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-06-28,86.4,1080,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-06-28,996,12450,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-08-08,97214.4,1215180,LAI
