Estado,Medicamento,Apresentacao,Data,Valor,Quantidade,Base
SP,Risperidona,2mg - Comprimido/Cápsula,2024-08-21,1113.6,13920,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-08,122263.2,1528290,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-11-28,1087.2,13590,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-11,658646.4,8233080,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-04-23,480,6000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-11-19,319.2,3990,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-07,208.8,2610,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-08-19,206.4,2580,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-11-18,100.8,1260,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-06,100.8,1260,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-09-11,72,900,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-11-28,24,300,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-16,36,450,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-04-11,120,1500,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-06-20,136,1700,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-08-05,132.8,1660,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-30,11.2,140,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-27,267,3000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-07-17,2420,22000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-10-21,7.2,90,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-08-23,1120,2000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-05-29,31200,390000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-08-16,28195.2,352440,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-11-14,20188.8,252360,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-04-15,240,3000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2024-12-30,172.8,2160,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-08-19,37.2,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-10-15,13.02,210,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-08-19,16.74,270,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-04-18,115.32,1860,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-09-16,315,180,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-22,126.48,2040,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-04-24,44.64,720,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-09-19,78,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-16,24.18,390,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-04-25,18.6,300,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-22,37.2,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-08-22,37.2,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-12-20,93,1500,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-12-23,247,2600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-28,57.96,420,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-07-04,26.04,420,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-09-25,74.4,1200,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-12-05,93,1500,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-04-19,186,3000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-08-09,167.4,2700,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-10-29,18.6,300,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-06-27,87.42,1410,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-10-23,89.28,1440,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-11-27,130.2,2100,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-09-24,74.4,1200,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-23,308.76,4980,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-09,74.4,1200,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-07-16,55.8,900,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-09-30,178.56,2880,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-04-19,466.86,7530,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-09-16,498.48,8040,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-12-26,297.6,4800,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-06-04,70919.94,1143870,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-06-28,554.28,8940,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-06-28,27.9,450,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-08-08,24730.56,398880,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-08-21,730.98,11790,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-10-08,24974.22,402810,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-11-28,461.28,7440,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-12-11,161914.86,2611530,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-07,195.3,3150,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-10-11,100.44,1620,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-12-31,100.44,1620,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-21,180,1800,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-21,0,0,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-12-16,37.2,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-02,180,1200,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-05-27,267,3000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-07-17,1320,11000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-04-09,154.38,2490,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2024-08-12,336.66,5430,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-10-29,116.28,1020,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-08-15,51.3,450,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-10-31,30.78,270,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-06-18,92.34,810,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-09-23,92.34,810,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-06-04,6409.08,56220,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-06-28,294.12,2580,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-08-08,15530.22,136230,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-08-19,294.12,2580,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-10-08,32472.9,284850,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-11-19,437.76,3840,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2024-12-11,89682.66,786690,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-03-07,20.08,4,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-03-12,200.8,40,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-03-13,50.2,10,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-10-24,150.6,30,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-09-16,100.4,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-10-24,0,0,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-10-25,6369.3,54,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-06-11,301.2,60,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-09-16,600,12,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-03-12,1506,300,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-05-24,100.4,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-06-17,702.8,140,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-10-23,2879.52,24,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-10-31,753,150,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-10-18,150.6,30,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-04-04,0,0,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-05-27,100.4,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-10-17,3765,750,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-08-29,150.6,30,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-03-18,198039,39450,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-04-08,5020,1000,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-04-08,2108.4,420,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-06-04,170629.8,33990,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-10-08,171433,34150,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-12-23,307057,77150,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-01-29,602.4,120,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-05-07,451.8,90,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-06-12,280,40,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-07-17,350,50,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-08-16,280,40,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-10-02,490,70,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-12-31,531,90,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-08-13,100.4,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2024-08-26,4318.92,1080,LAI
SP,Risperidona,25mg - Injetável,2024-12-23,15762.42,18,LAI
SP,Risperidona,0.5mg - Comprimido/Cápsula,2024-08-26,1537.38,810,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-07-01,83.52,1200,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-06-12,139.2,2000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-02-14,520,4000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-05-15,556.8,8000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-01-31,1039.2,12990,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-04-22,2295,17000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-03-18,720,9000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-08-13,0,0,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-08-14,835.2,12000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-03-12,158.4,1980,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-08-14,690,6900,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-07-17,417.6,6000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-08-11,41.76,600,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-02-03,1010.4,12630,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-02-28,311848.8,3898110,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-03-11,1404,17550,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-06-09,88559.04,1272400,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-08-08,528.96,7600,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-09-04,156488.64,2248400,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-07-03,278.4,4000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-02-26,165.6,2070,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-02-13,48,600,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-02-26,218.4,2730,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-03-17,336,2400,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-07-14,237.6,2640,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-09-22,600,6000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-07-25,2469.6,17640,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-09-04,108,900,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-03-25,4.8,60,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-05-26,27.84,400,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-06-25,21756.96,312600,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-09-19,32364,465000,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-03-07,789.6,9870,LAI
SP,Risperidona,2mg - Comprimido/Cápsula,2025-08-04,299.25,3150,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-06-16,119,1700,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-07-01,98,1400,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-04-24,54,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-08-14,70,1000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-02-19,26.04,420,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-01-31,1116,18000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-05-29,28,400,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-02-27,50.22,810,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-03-07,310.62,5010,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-08-14,42,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-03-12,372,6000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-09-15,98,1400,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-02-20,96,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-07-04,180,1200,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-02-03,243.66,3930,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-06-10,1008,14400,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-02-28,98942.7,1595850,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-03-11,1091.82,17610,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-06-09,31822,454600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-07-04,2430.4,620,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-09-04,57792,825600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-02-13,37.2,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-02-26,159.96,2580,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-01-08,37.2,600,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-03-19,111.6,1800,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-09-22,252,2100,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-09-04,400,4000,LAI
SP,Risperidona,1mg - Comprimido/Cápsula,2025-03-10,48.36,780,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2025-09-17,36,400,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2025-03-12,64.98,570,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2025-05-20,90,1000,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2025-03-11,304.38,2670,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2025-03-31,79272,880800,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2025-06-09,13266,147400,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2025-08-08,432,4800,LAI
SP,Risperidona,3mg - Comprimido/Cápsula,2025-09-04,15354,170600,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-04-07,4245.84,36,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-08-19,80,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-05-22,2269.08,18,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-06-23,120,30,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-09-16,40,10,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-04-07,80,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-05-21,640,160,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-07-17,640,160,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-09-29,880,220,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-05-29,0,0,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-05-30,1892.8,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-08-07,9749.88,36,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-03-26,160,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-01-31,40,10,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-09-11,80,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-02-20,272,16,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-02-24,89240,22310,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-02-10,80,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-04-30,120,30,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-07-03,120,30,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-02-26,354,60,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-03-31,413,70,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-04-29,295,50,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-05-28,295,50,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-08-11,413,70,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-07-25,200,50,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-05-21,2160,540,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-04-07,400,100,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-08-18,80,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-02-17,80,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-08-20,400,20,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-04-14,4680,1170,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-04-14,7040,1760,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-06-03,3680,920,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-06-09,198480,49620,LAI
SP,Risperidona,1mg/ml - Solução Oral,2025-09-04,171640,42910,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-03-01,0,0,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-03-01,0,0,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-04-19,1176,600,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-03-02,15500,7750,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-03-01,200,100,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-04-16,600,300,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-08-12,25900,12950,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-10-18,10800,5400,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-10-27,10400,5200,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-10-27,10400,5200,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-10-27,10400,5200,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-11-05,98,50,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-03-31,3600,1800,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-08-03,540,270,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2021-09-01,10075.2,4800,LAI
SP,Danazol,200mg - Comprimido/Cápsula,2021-08-12,2836.8,720,LAI
SP,Danazol,200mg - Comprimido/Cápsula,2021-10-18,4018.8,1020,LAI
SP,Danazol,200mg - Comprimido/Cápsula,2021-10-27,1536.6,390,LAI
SP,Danazol,200mg - Comprimido/Cápsula,2021-10-27,1536.6,390,LAI
SP,Danazol,200mg - Comprimido/Cápsula,2021-10-27,1536.6,390,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2022-05-09,65300,32650,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2022-10-21,232,100,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2022-11-01,32712,14100,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2022-12-16,1160,500,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2022-12-26,92452,39850,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2022-03-15,3253.45,1550,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2022-08-09,6087.1,2900,LAI
SP,Danazol,100mg - Comprimido/Cápsula,2022-08-19,104.95,50,LAI
SP,Danazol,200mg - Comprimido/Cápsula,2022-05-09,10401.6,2640,LAI
SP,Danazol,200mg - Comprimido/Cápsula,2022-11-01,6609.6,1440,LAI
SP,Danazol,200mg - Comprimido/Cápsula,2022-12-26,13219.2,2880,LAI
SP,Danazol,500mg - Comprimido/Cápsula,2022-03-16,1737468,200400,LAI
SP,Danazol,500mg - Comprimido/Cápsula,2022-07-04,999456,107700,LAI
SP,Danazol,500mg - Comprimido/Cápsula,2022-08-16,566080,61000,LAI
SP,Danazol,500mg - Comprimido/Cápsula,2022-10-26,1612864,173800,LAI
SP,Danazol,500mg - Comprimido/Cápsula,2022-12-15,400896,43200,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-12-23,26030.76,98,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-04-13,30182.04,126,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-09-15,67071.2,280,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-09-23,57489.6,240,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-03-09,87192.56,364,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-07-18,130788.84,546,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-12-22,145028.52,546,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-02-10,60364.08,252,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-05-10,60364.08,252,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-10-10,73778.32,308,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-07-08,167678,700,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-12-21,141309.84,532,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-03-08,26828.48,112,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-07-20,154263.76,644,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-03-10,53656.96,224,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-03-11,53656.96,224,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-07-15,80485.44,336,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-07-15,67071.2,280,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-08-25,67071.2,280,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-04-13,40242.72,168,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-07-18,67071.2,280,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-04-08,80485.44,336,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-12-22,47811.6,180,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-07-12,140849.52,588,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-10-06,90546.12,378,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-12-22,100404.36,378,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-02-01,412487.88,1722,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-02-01,791440.16,3304,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-03-21,4627912.8,19320,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-04-28,7029061.76,29344,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-05-26,241456.32,1008,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-05-26,449377.04,1876,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-06-10,6479077.92,27048,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-08-16,3162407.08,13202,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-10-14,12840781.24,53606,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-11-28,14536320.12,54726,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-12-13,632175.6,2380,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-12-13,360711.96,1358,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-12-15,7638168.72,28756,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-02-02,0,0,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-02-02,0,0,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-02-23,6707.12,28,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-03-30,20121.36,84,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-05-19,67071.2,280,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-01-21,114021.04,476,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-02-09,87192.56,364,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-04-26,120728.16,504,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-06-23,167678,700,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-07-25,53656.96,224,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-11-30,78092.28,294,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-02-21,90546.12,378,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-05-11,63717.64,266,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-06-08,77131.88,322,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-08-08,80485.44,336,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-09-29,90546.12,378,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-11-07,73778.32,308,LAI
SP,Danazol,50mg - Comprimido/Cápsula,2022-12-23,80485.44,336,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-04-13,35209.44,294,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-12-21,39043.2,294,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-03-09,33532.8,280,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-07-18,43592.64,364,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-12-22,72508.8,546,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-03-21,50299.2,420,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-10-06,80478.72,672,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-12-22,72508.8,546,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-02-11,28502.88,238,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-07-11,13413.12,112,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-02-11,50299.2,420,LAI
SP,Danazol,25mg - Comprimido/Cápsula,2022-06-27,50299.2,420,LAI
