"","Estado","Medicamento","Apresentacao","Data","Valor","Quantidade"
"5094","SP","Mepolizumabe","40mg/solução injetável/ser preenc/sc",2024-12-20,0,0
"5095","SP","Mepolizumabe","40mg/solução injetável/ser preenc/sc",2024-12-26,17932.68,6
"5096","SP","Mepolizumabe","40mg/solução injetável/ser preenc/sc",2024-12-27,11955.12,4
"5097","SP","Mepolizumabe","100mg po p/ solução injetávelet, amp/fa/ser pre, sc",2025-04-15,38429.88,6
"5098","SP","Mepolizumabe","100mg po p/ solução injetávelet, amp/fa/ser pre, sc",2025-08-12,128224.48,16
"5099","SP","Mepolizumabe","100mg po p/ solução injetávelet, amp/fa/ser pre, sc",2025-04-07,577883.52,72
"5100","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-05-22,16230.96,8
"5101","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-05-28,8115.48,4
"5102","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-06-10,20288.7,10
"5103","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-02-18,200653.75,25
"5104","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-09-17,32461.92,16
"5105","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-06-27,6086.61,3
"5106","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-09-12,12173.22,6
"5107","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-02-24,2316969.54,1142
"5108","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-03-21,64923.84,32
"5109","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-06-09,22457562.03,11069
"5110","SP","Mepolizumabe","100mg/ml; solução injetável; ser. preench/caneta aplic; sc",2025-09-04,16732090.89,8247
"5111","SP","Mepolizumabe","40mg/solução injetável/ser preenc/sc",2025-04-07,17932.68,6
"5112","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-02-15,34440.96,24
"5113","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-02-16,107628,75
"5114","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-06-17,105688.5,75
"5115","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-07-19,16910.16,12
"5116","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-08-18,33820.32,24
"5117","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-11-22,147963.9,105
"5118","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-31,147963.9,105
"5119","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-16,16910.16,12
"5120","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-16,159237.34,113
"5121","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-06-11,201512.74,143
"5122","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-08-17,12682.62,9
"5123","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-09-10,201512.74,143
"5124","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-29,333975.66,237
"5125","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-30,12682.62,9
"5126","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-02-15,159237.34,113
"5127","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-06-11,279017.64,198
"5128","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-11-16,281836,200
"5129","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-04-13,36638.68,26
"5130","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-09-08,177556.68,126
"5131","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-06-10,170510.78,121
"5132","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-09-13,498849.72,354
"5133","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-02-25,248261.92,173
"5134","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-06-15,319883.86,227
"5135","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-07-06,352295,250
"5136","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-09-14,160646.52,114
"5137","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-30,586218.88,416
"5138","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-10,95824.24,68
"5139","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-07-12,211377,150
"5140","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-29,105688.5,75
"5141","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-02-08,162159.52,113
"5142","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-02-11,338203.2,240
"5143","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-15,352295,250
"5144","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-04-09,352295,250
"5145","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-05-10,352295,250
"5146","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-06-11,366386.8,260
"5147","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-08-10,119780.3,85
"5148","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-08-24,246606.5,175
"5149","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-09-21,366386.8,260
"5150","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-09-27,366386.8,260
"5151","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-10-13,422754,300
"5152","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-11-26,324111.4,230
"5153","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-30,422754,300
"5154","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-23,214195.36,152
"5155","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-06-21,208558.64,148
"5156","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-09-21,205740.28,146
"5157","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-29,604538.22,429
"5158","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-22,380478.6,270
"5159","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-08-19,380478.6,270
"5160","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-28,380478.6,270
"5161","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-02-19,67640.64,48
"5162","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-22,304382.88,216
"5163","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-22,84550.8,60
"5164","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-30,67640.64,48
"5165","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-30,346658.28,246
"5166","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-04-26,22546.88,16
"5167","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-06-14,45093.76,32
"5168","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-09-10,45093.76,32
"5169","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-06,70459,50
"5170","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-05-07,169101.6,120
"5171","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-07-21,84550.8,60
"5172","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-08-24,84550.8,60
"5173","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-09-14,84550.8,60
"5174","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-10-18,169101.6,120
"5175","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-29,253652.4,180
"5176","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-02-15,106192.96,74
"5177","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-05-10,169101.6,120
"5178","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-10-13,169101.6,120
"5179","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-19,8455.08,6
"5180","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-04-15,126826.2,90
"5181","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-07-15,125417.02,89
"5182","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-29,214195.36,152
"5183","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-30,211377,150
"5184","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-30,138099.64,98
"5185","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-10,24688833.6,17520
"5186","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-02-02,208521,150
"5187","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-02-26,12511.26,9
"5188","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-11,18071.82,13
"5189","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-06-08,73277.36,52
"5190","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-08-03,97233.42,69
"5191","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-09-17,102870.14,73
"5192","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-10-26,62003.92,44
"5193","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-12-14,46502.94,33
"5194","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-03-17,38746.08,27
"5195","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-04-20,76057.12,53
"5196","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-06-08,39457.04,28
"5197","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-07-05,28183.6,20
"5198","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-08-03,29592.78,21
"5199","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-08-26,56367.2,40
"5200","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-10-14,81732.44,58
"5201","SP","Omalizumabe","150mg, po liof solução injetável, fa c/s/ dil, sc",2021-11-24,88778.34,63
"5202","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-07-27,200248.8,120
"5203","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-08,280348.32,168
"5204","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-02-08,338591.25,225
"5205","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-07,264328.5,150
"5206","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-04-11,300373.2,180
"5207","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-08-07,283685.8,170
"5208","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-01,250311,150
"5209","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-02-13,60194,40
"5210","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-07-25,110136.84,66
"5211","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-12-07,455566.02,273
"5212","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-04-06,283685.8,170
"5213","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-05-17,472253.42,283
"5214","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-07-24,500622,300
"5215","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-01,500622,300
"5216","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-08-08,335416.74,201
"5217","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-02-08,451455,300
"5218","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-07-31,238629.82,143
"5219","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-08-10,261992.18,157
"5220","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-01,533996.8,320
"5221","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-10,533996.8,320
"5222","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-12-08,600746.4,360
"5223","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-04-11,442216.1,265
"5224","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-05-17,453897.28,272
"5225","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-08-08,447222.32,268
"5226","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-10-31,427197.44,256
"5227","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-12-12,423859.96,254
"5228","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-02-07,252814.8,168
"5229","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-02-16,147475.3,98
"5230","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-05-10,116811.8,70
"5231","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-08-10,467247.2,280
"5232","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-02-08,72232.8,48
"5233","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-02-08,12038.8,8
"5234","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-07-27,80099.52,48
"5235","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-08,273673.36,164
"5236","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-12-18,260323.44,156
"5237","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-22,28368.58,17
"5238","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-05-11,125155.5,75
"5239","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-06-16,125155.5,75
"5240","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-08-07,166874,100
"5241","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-10-30,250311,150
"5242","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-01,185230.14,111
"5243","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-14,135167.94,81
"5244","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-02-22,656114.6,436
"5245","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-02-22,252814.8,168
"5246","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-02-24,2567274.1,1706
"5247","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-07-11,1083012.26,649
"5248","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-07-11,10012.44,6
"5249","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-07-11,302041.94,181
"5250","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-07-27,3564428.64,2136
"5251","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-09-01,11509299.78,6897
"5252","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-09-28,2441366.62,1463
"5253","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-13,802663.94,481
"5254","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-13,238629.82,143
"5255","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-12-11,740920.56,444
"5256","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-12-11,225279.9,135
"5257","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-12-20,12006584.3,7195
"5258","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-01-23,80099.04,48
"5259","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-04-06,51730.63,31
"5260","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-05-22,21693.49,13
"5261","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-06-02,20024.76,12
"5262","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-10-31,21693.62,13
"5263","SP","Omalizumabe","150mg, po liof solução injetável/solução injetável, a/fa/ser pre,sc",2023-11-29,10012.44,6
"5264","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-08-16,0,0
"5265","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-08-28,320419.26,174
"5266","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-07-11,0,0
"5267","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-07-16,368298,200
"5268","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-26,0,0
"5269","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-26,364613.04,198
"5270","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-09-16,211770.2,115
"5271","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-16,187830.96,102
"5272","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-02-15,130161.72,78
"5273","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-06-21,26948.52,12
"5274","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-10-30,386710.8,210
"5275","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-26,353564.16,192
"5276","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-09-26,519297.36,282
"5277","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-02-28,487272.08,292
"5278","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-09-13,0,0
"5279","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-09-17,270697.56,147
"5280","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-10-18,537712.16,292
"5281","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-24,257807.2,140
"5282","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-02-15,417185,250
"5283","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-05-23,515617.2,280
"5284","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-09-18,0,0
"5285","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-09-24,244916.84,133
"5286","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-10-18,515614.4,280
"5287","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-10-21,270697.56,147
"5288","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-09,552444,300
"5289","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-26,552444,300
"5290","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-08-26,629786.16,342
"5291","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-11-29,423540.4,230
"5292","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-07-16,607691.7,330
"5293","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-03-04,400497.6,240
"5294","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-03-04,80099.52,48
"5295","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-11-26,0,0
"5296","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-20,430906.32,234
"5297","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-09-23,66293.28,36
"5298","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-11-26,44195.52,24
"5299","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-02-28,270335.88,162
"5300","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-08-14,0,0
"5301","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-08-22,303844.2,165
"5302","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-02-27,130161.72,78
"5303","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-07-18,0,0
"5304","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-07-19,287272.44,156
"5305","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-02-19,250311,150
"5306","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-11-28,169416.16,92
"5307","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-02-29,2843532.96,1704
"5308","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-03-04,15337389.34,9191
"5309","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-09-10,16322878.72,8864
"5310","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-10-10,22097.76,12
"5311","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-10-11,13765063,7475
"5312","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-11-26,791836.4,430
"5313","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-11-26,2522827.6,1370
"5314","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-20,16523600.04,8973
"5315","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-31,1119619.84,608
"5316","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-31,22893279.36,12432
"5317","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-02-09,63412.12,38
"5318","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-04-11,116304.54,66
"5319","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-05-24,28195.04,16
"5320","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-03,25780.86,14
"5321","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-12-31,36829.8,20
"5322","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-10-31,29463.68,16
"5323","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2024-08-09,26948.52,12
"5324","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-02-17,316734.56,172
"5325","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-08-18,122430.96,216
"5326","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-07-21,62349.1,110
"5327","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-09-11,76035.3,110
"5328","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-03-11,22097.76,12
"5329","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-02-14,685030.56,372
"5330","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-08-12,92956.84,164
"5331","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-03-17,508248.48,276
"5332","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-05-16,78219.78,138
"5333","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-07-21,158706.8,280
"5334","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-09-15,158706.8,280
"5335","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-02-24,294636.8,160
"5336","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-08-19,103684.5,150
"5337","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-05-27,306077.4,540
"5338","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-08-21,385430.8,680
"5339","SP","Omalizumabe","150mg, po liof /solução injetável a/fa/ser.pr, sc",2025-03-21,602163.96,327
