"","Data","Estado","CNPJ","Fornecedor","CATMAT","Medicamento","Apresentacao","Quantidade","Valor","Base","Populacao"
"8295",2025-01-31,"SP","92.132.786/0001-19","Cristal Distribuidora De Medicamentos",NA,"Imunoglobulina Humana","Não Especificado",525,132024.911532342,"PNCP",46081801
"8296",2025-01-30,"SP","02.513.899/0004-14","Grifols Brasil",NA,"Imunoglobulina Humana","Não Especificado",3750,7612151.83158836,"PNCP",46081801
"8297",NA,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","100 mg/ml - Injetável",6,NA,"PNCP",NA
"8298",2025-09-02,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Não Especificado",60,222061.115455996,"PNCP",4126854
"8299",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",404656,"Ambrisentana","10 mg - Comprimido/Cápsula",130362,5975746.72406078,"PNCP",21393441
"8300",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",404655,"Ambrisentana","5 mg - Comprimido/Cápsula",7788,356977.858780903,"PNCP",21393441
"8301",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",272473,"Danazol","100 mg - Comprimido/Cápsula",41820,NA,"PNCP",21393441
"8302",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",361382,"Deferiprona","500 mg - Comprimido/Cápsula",113110,1348741.27417787,"PNCP",21393441
"8303",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",117208,14200653.5584695,"PNCP",21393441
"8304",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",194144,47048105.8296169,"PNCP",21393441
"8305",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",NA,"Mepolizumabe","100 mg - Não Especificado",18952,39834568.3017495,"PNCP",21393441
"8306",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",NA,"Omalizumabe","75 mg - Injetável",3590,4176063.01008316,"PNCP",21393441
"8307",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",272815,"Penicilamina","250 mg - Comprimido/Cápsula",239596,7123809.72415211,"PNCP",21393441
"8308",2025-03-13,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Não Especificado",1200,2647006.42922558,"PNCP",4126854
"8309",2025-05-19,"ES","34.729.047/0001-02","NSA Distribuidora",NA,"Mepolizumabe","Não Especificado",60,179513.845373424,"PNCP",4126854
"8310",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",NA,"Bosentana","625 mg - Comprimido/Cápsula",42220,955554.700950123,"PNCP",21393441
"8311",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",NA,"Mepolizumabe","100 mg - Não Especificado",11624,24097579.1616527,"PNCP",21393441
"8312",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",272815,"Penicilamina","250 mg - Comprimido/Cápsula",122910,3604397.74462209,"PNCP",21393441
"8313",2024-11-12,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",60,519327.938458925,"PNCP",9233656
"8314",2025-07-07,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",2055,4209878.25643639,"PNCP",9268836
"8315",2025-05-19,"ES","34.729.047/0001-02","NSA Distribuidora",NA,"Mepolizumabe","Não Especificado",60,179513.845373424,"PNCP",4126854
"8316",2024-11-12,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",60,519327.938458925,"PNCP",9233656
"8317",2025-03-13,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Não Especificado",1200,2647006.42922558,"PNCP",4126854
"8318",2025-09-02,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Não Especificado",60,222061.115455996,"PNCP",4126854
"8319",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",404656,"Ambrisentana","10 mg - Comprimido/Cápsula",130362,5975746.72406078,"PNCP",21393441
"8320",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",404655,"Ambrisentana","5 mg - Comprimido/Cápsula",7788,356977.858780903,"PNCP",21393441
"8321",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",272473,"Danazol","100 mg - Comprimido/Cápsula",41820,NA,"PNCP",21393441
"8322",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",361382,"Deferiprona","500 mg - Comprimido/Cápsula",113110,1348741.27417787,"PNCP",21393441
"8323",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",117208,14200653.5584695,"PNCP",21393441
"8324",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",194144,47048105.8296169,"PNCP",21393441
"8325",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",NA,"Mepolizumabe","100 mg - Não Especificado",18952,39834568.3017495,"PNCP",21393441
"8326",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",NA,"Omalizumabe","75 mg - Injetável",3590,4176063.01008316,"PNCP",21393441
"8327",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",272815,"Penicilamina","250 mg - Comprimido/Cápsula",239596,7123809.72415211,"PNCP",21393441
"8328",2025-03-13,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Não Especificado",1200,2647006.42922558,"PNCP",4126854
"8329",2025-05-19,"ES","34.729.047/0001-02","NSA Distribuidora",NA,"Mepolizumabe","Não Especificado",60,179513.845373424,"PNCP",4126854
"8330",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",NA,"Bosentana","625 mg - Comprimido/Cápsula",42220,955554.700950123,"PNCP",21393441
"8331",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",NA,"Mepolizumabe","100 mg - Não Especificado",11624,24097579.1616527,"PNCP",21393441
"8332",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",272815,"Penicilamina","250 mg - Comprimido/Cápsula",122910,3604397.74462209,"PNCP",21393441
"8333",2024-11-12,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",60,519327.938458925,"PNCP",9233656
"8334",2025-07-07,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",2055,4209878.25643639,"PNCP",9268836
"8335",2025-05-19,"ES","34.729.047/0001-02","NSA Distribuidora",NA,"Mepolizumabe","Não Especificado",60,179513.845373424,"PNCP",4126854
"8336",2024-11-12,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",60,519327.938458925,"PNCP",9233656
"8337",2025-03-13,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Não Especificado",1200,2647006.42922558,"PNCP",4126854
"8338",2025-09-02,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Não Especificado",60,222061.115455996,"PNCP",4126854
"8339",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",404656,"Ambrisentana","10 mg - Comprimido/Cápsula",130362,5975746.72406078,"PNCP",21393441
"8340",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",404655,"Ambrisentana","5 mg - Comprimido/Cápsula",7788,356977.858780903,"PNCP",21393441
"8341",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",272473,"Danazol","100 mg - Comprimido/Cápsula",41820,NA,"PNCP",21393441
"8342",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",361382,"Deferiprona","500 mg - Comprimido/Cápsula",113110,1348741.27417787,"PNCP",21393441
"8343",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",117208,14200653.5584695,"PNCP",21393441
"8344",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",194144,47048105.8296169,"PNCP",21393441
"8345",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",NA,"Mepolizumabe","100 mg - Não Especificado",18952,39834568.3017495,"PNCP",21393441
"8346",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",NA,"Omalizumabe","75 mg - Injetável",3590,4176063.01008316,"PNCP",21393441
"8347",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",272815,"Penicilamina","250 mg - Comprimido/Cápsula",239596,7123809.72415211,"PNCP",21393441
"8348",2025-03-13,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Não Especificado",1200,2647006.42922558,"PNCP",4126854
"8349",2025-05-19,"ES","34.729.047/0001-02","NSA Distribuidora",NA,"Mepolizumabe","Não Especificado",60,179513.845373424,"PNCP",4126854
"8350",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",NA,"Bosentana","625 mg - Comprimido/Cápsula",42220,955554.700950123,"PNCP",21393441
"8351",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",NA,"Mepolizumabe","100 mg - Não Especificado",11624,24097579.1616527,"PNCP",21393441
"8352",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",272815,"Penicilamina","250 mg - Comprimido/Cápsula",122910,3604397.74462209,"PNCP",21393441
"8353",2024-11-12,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",60,519327.938458925,"PNCP",9233656
"8354",2025-07-07,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",2055,4209878.25643639,"PNCP",9268836
"8355",2025-05-19,"ES","34.729.047/0001-02","NSA Distribuidora",NA,"Mepolizumabe","Não Especificado",60,179513.845373424,"PNCP",4126854
"8356",2024-11-12,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",60,519327.938458925,"PNCP",9233656
"8357",2024-05-06,"CE","08.077.211/0001-34","T S Comercial De Medicamentos Representacao",NA,"Mepolizumabe","40 mg/ml - Injetável",6,19720.7598739996,"PNCP",9233656
"8358",2024-05-06,"CE","08.077.211/0001-34","T S Comercial De Medicamentos Representacao",NA,"Selexipague","16 mg - Comprimido/Cápsula",360,57259.2800316445,"PNCP",9233656
"8359",2025-09-02,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Não Especificado",60,222061.115455996,"PNCP",4126854
"8360",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",404656,"Ambrisentana","10 mg - Comprimido/Cápsula",130362,5975746.72406078,"PNCP",21393441
"8361",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",404655,"Ambrisentana","5 mg - Comprimido/Cápsula",7788,356977.858780903,"PNCP",21393441
"8362",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",272473,"Danazol","100 mg - Comprimido/Cápsula",41820,NA,"PNCP",21393441
"8363",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",361382,"Deferiprona","500 mg - Comprimido/Cápsula",113110,1348741.27417787,"PNCP",21393441
"8364",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",117208,14200653.5584695,"PNCP",21393441
"8365",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",194144,47048105.8296169,"PNCP",21393441
"8366",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",NA,"Mepolizumabe","100 mg - Não Especificado",18952,39834568.3017495,"PNCP",21393441
"8367",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",NA,"Omalizumabe","75 mg - Injetável",3590,4176063.01008316,"PNCP",21393441
"8368",2025-07-31,"MG","23.864.942/0001-13","Unique Distribuidora De Medicamentos",272815,"Penicilamina","250 mg - Comprimido/Cápsula",239596,7123809.72415211,"PNCP",21393441
"8369",2025-03-13,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Não Especificado",1200,2647006.42922558,"PNCP",4126854
"8370",2025-05-19,"ES","34.729.047/0001-02","NSA Distribuidora",NA,"Mepolizumabe","Não Especificado",60,179513.845373424,"PNCP",4126854
"8371",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",NA,"Bosentana","625 mg - Comprimido/Cápsula",42220,955554.700950123,"PNCP",21393441
"8372",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",NA,"Mepolizumabe","100 mg - Não Especificado",11624,24097579.1616527,"PNCP",21393441
"8373",2025-03-06,"MG","33.247.743/0044-50","GlaxoSmithKline (GSK)",272815,"Penicilamina","250 mg - Comprimido/Cápsula",122910,3604397.74462209,"PNCP",21393441
"8374",2024-11-12,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",60,519327.938458925,"PNCP",9233656
"8375",2025-07-07,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",2055,4209878.25643639,"PNCP",9268836
"8376",2025-05-19,"ES","34.729.047/0001-02","NSA Distribuidora",NA,"Mepolizumabe","Não Especificado",60,179513.845373424,"PNCP",4126854
"8377",2024-11-12,"CE","08.077.211/0001-34","T S Comercial De Medicamentos E Representacao",NA,"Mepolizumabe","100 mg/ml - Não Especificado",60,519327.938458925,"PNCP",9233656
"8378",NA,"ES","00.809.672/0001-42","Farmalibra Comercio De Produtos Hospitalares",NA,"Mepolizumabe","Injetável",6,NA,"PNCP",NA
"8379",2024-06-25,"SP","56.994.502/0027-79","Novartis",NA,"Omalizumabe","Não Especificado",63855,125410712.170755,"PNCP",45973194
"8380",2025-07-31,"MG","56.994.502/0026-98","Novartis",404656,"Ambrisentana","10 mg - Comprimido/Cápsula",130362,5975746.72406078,"PNCP",21393441
"8381",2025-07-31,"MG","56.994.502/0026-98","Novartis",404655,"Ambrisentana","5 mg - Comprimido/Cápsula",7788,356977.858780903,"PNCP",21393441
"8382",2025-07-31,"MG","56.994.502/0026-98","Novartis",272473,"Danazol","100 mg - Comprimido/Cápsula",41820,NA,"PNCP",21393441
"8383",2025-07-31,"MG","56.994.502/0026-98","Novartis",361382,"Deferiprona","500 mg - Comprimido/Cápsula",113110,1348741.27417787,"PNCP",21393441
"8384",2025-07-31,"MG","56.994.502/0026-98","Novartis",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",117208,14200653.5584695,"PNCP",21393441
"8385",2025-07-31,"MG","56.994.502/0026-98","Novartis",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",194144,47048105.8296169,"PNCP",21393441
"8386",2025-07-31,"MG","56.994.502/0026-98","Novartis",NA,"Mepolizumabe","100 mg - Não Especificado",18952,39834568.3017495,"PNCP",21393441
"8387",2025-07-31,"MG","56.994.502/0026-98","Novartis",NA,"Omalizumabe","75 mg - Injetável",3590,4176063.01008316,"PNCP",21393441
"8388",2025-07-31,"MG","56.994.502/0026-98","Novartis",272815,"Penicilamina","250 mg - Comprimido/Cápsula",239596,7123809.72415211,"PNCP",21393441
"8389",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",2135,106675.42950525,"PNCP",4126854
"8390",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",19000,65533.3304112941,"PNCP",4126854
"8391",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",7750,5477762.93034078,"PNCP",4126854
"8392",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",865,43219.7817573425,"PNCP",4126854
"8393",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",1000,3449.122653226,"PNCP",4126854
"8394",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",250,176702.030010993,"PNCP",4126854
"8395",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",2135,106675.42950525,"PNCP",4126854
"8396",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",19000,65533.3304112941,"PNCP",4126854
"8397",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",7750,5477762.93034078,"PNCP",4126854
"8398",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",865,43219.7817573425,"PNCP",4126854
"8399",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",1000,3449.122653226,"PNCP",4126854
"8400",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",250,176702.030010993,"PNCP",4126854
"8401",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",2135,106675.42950525,"PNCP",4126854
"8402",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",19000,65533.3304112941,"PNCP",4126854
"8403",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",7750,5477762.93034078,"PNCP",4126854
"8404",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",865,43219.7817573425,"PNCP",4126854
"8405",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",1000,3449.122653226,"PNCP",4126854
"8406",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",250,176702.030010993,"PNCP",4126854
"8407",2025-01-14,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",452740,"Omalizumabe","150 mg - Injetável",5215,12496108.3426377,"PNCP",9268836
"8408",2025-03-26,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",361382,"Deferiprona","500 mg - Comprimido/Cápsula",9000,105847.700341459,"PNCP",9268836
"8409",2025-03-26,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",452740,"Omalizumabe","150 mg - Injetável",3915,9208189.8840987,"PNCP",9268836
"8410",2025-03-26,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",NA,"Embonato de Triptorrelina","1125 mg - Injetável",3855,5278179.07857977,"PNCP",9268836
"8411",2025-03-26,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",NA,"Embonato de Triptorrelina","375 mg - Injetável",2295,891638.670811082,"PNCP",9268836
"8412",NA,"SP","56.994.502/0027-79","Novartis",NA,"Omalizumabe","Injetável",6,NA,"PNCP",NA
"8413",2024-09-03,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",6500,15258354.0504491,"PNCP",4102129
"8414",2024-06-25,"SP","56.994.502/0027-79","Novartis",NA,"Omalizumabe","Não Especificado",63855,125410712.170755,"PNCP",45973194
"8415",2025-07-31,"MG","56.994.502/0026-98","Novartis",404656,"Ambrisentana","10 mg - Comprimido/Cápsula",130362,5975746.72406078,"PNCP",21393441
"8416",2025-07-31,"MG","56.994.502/0026-98","Novartis",404655,"Ambrisentana","5 mg - Comprimido/Cápsula",7788,356977.858780903,"PNCP",21393441
"8417",2025-07-31,"MG","56.994.502/0026-98","Novartis",272473,"Danazol","100 mg - Comprimido/Cápsula",41820,NA,"PNCP",21393441
"8418",2025-07-31,"MG","56.994.502/0026-98","Novartis",361382,"Deferiprona","500 mg - Comprimido/Cápsula",113110,1348741.27417787,"PNCP",21393441
"8419",2025-07-31,"MG","56.994.502/0026-98","Novartis",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",117208,14200653.5584695,"PNCP",21393441
"8420",2025-07-31,"MG","56.994.502/0026-98","Novartis",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",194144,47048105.8296169,"PNCP",21393441
"8421",2025-07-31,"MG","56.994.502/0026-98","Novartis",NA,"Mepolizumabe","100 mg - Não Especificado",18952,39834568.3017495,"PNCP",21393441
"8422",2025-07-31,"MG","56.994.502/0026-98","Novartis",NA,"Omalizumabe","75 mg - Injetável",3590,4176063.01008316,"PNCP",21393441
"8423",2025-07-31,"MG","56.994.502/0026-98","Novartis",272815,"Penicilamina","250 mg - Comprimido/Cápsula",239596,7123809.72415211,"PNCP",21393441
"8424",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",2135,106675.42950525,"PNCP",4126854
"8425",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",19000,65533.3304112941,"PNCP",4126854
"8426",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",7750,5477762.93034078,"PNCP",4126854
"8427",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",865,43219.7817573425,"PNCP",4126854
"8428",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",1000,3449.122653226,"PNCP",4126854
"8429",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",250,176702.030010993,"PNCP",4126854
"8430",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",2135,106675.42950525,"PNCP",4126854
"8431",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",19000,65533.3304112941,"PNCP",4126854
"8432",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",7750,5477762.93034078,"PNCP",4126854
"8433",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",865,43219.7817573425,"PNCP",4126854
"8434",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",1000,3449.122653226,"PNCP",4126854
"8435",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",250,176702.030010993,"PNCP",4126854
"8436",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",2135,106675.42950525,"PNCP",4126854
"8437",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",19000,65533.3304112941,"PNCP",4126854
"8438",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",7750,5477762.93034078,"PNCP",4126854
"8439",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",865,43219.7817573425,"PNCP",4126854
"8440",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",1000,3449.122653226,"PNCP",4126854
"8441",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",250,176702.030010993,"PNCP",4126854
"8442",2025-01-14,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",452740,"Omalizumabe","150 mg - Injetável",5215,12496108.3426377,"PNCP",9268836
"8443",2025-03-26,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",361382,"Deferiprona","500 mg - Comprimido/Cápsula",9000,105847.700341459,"PNCP",9268836
"8444",2025-03-26,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",452740,"Omalizumabe","150 mg - Injetável",3915,9208189.8840987,"PNCP",9268836
"8445",2025-03-26,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",NA,"Embonato de Triptorrelina","1125 mg - Injetável",3855,5278179.07857977,"PNCP",9268836
"8446",2025-03-26,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",NA,"Embonato de Triptorrelina","375 mg - Injetável",2295,891638.670811082,"PNCP",9268836
"8447",NA,"SP","56.994.502/0027-79","Novartis",NA,"Omalizumabe","Injetável",6,NA,"PNCP",NA
"8448",2025-05-06,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",452740,"Omalizumabe","150 mg - Injetável",1350,3153441.33354031,"PNCP",9268836
"8449",2025-05-06,"CE","08.958.628/0003-78","Oncoexo Distribuidora De Medicamentos",NA,"Pancreatina","Comprimido/Cápsula",3600,9973.26201774803,"PNCP",9268836
"8450",2024-06-25,"SP","56.994.502/0027-79","Novartis",NA,"Omalizumabe","Não Especificado",63855,125410712.170755,"PNCP",45973194
"8451",2025-07-31,"MG","56.994.502/0026-98","Novartis",404656,"Ambrisentana","10 mg - Comprimido/Cápsula",130362,5975746.72406078,"PNCP",21393441
"8452",2025-07-31,"MG","56.994.502/0026-98","Novartis",404655,"Ambrisentana","5 mg - Comprimido/Cápsula",7788,356977.858780903,"PNCP",21393441
"8453",2025-07-31,"MG","56.994.502/0026-98","Novartis",272473,"Danazol","100 mg - Comprimido/Cápsula",41820,NA,"PNCP",21393441
"8454",2025-07-31,"MG","56.994.502/0026-98","Novartis",361382,"Deferiprona","500 mg - Comprimido/Cápsula",113110,1348741.27417787,"PNCP",21393441
"8455",2025-07-31,"MG","56.994.502/0026-98","Novartis",410019,"Eltrombopague Olamina","25 mg - Comprimido/Cápsula",117208,14200653.5584695,"PNCP",21393441
"8456",2025-07-31,"MG","56.994.502/0026-98","Novartis",410020,"Eltrombopague Olamina","50 mg - Comprimido/Cápsula",194144,47048105.8296169,"PNCP",21393441
"8457",2025-07-31,"MG","56.994.502/0026-98","Novartis",NA,"Mepolizumabe","100 mg - Não Especificado",18952,39834568.3017495,"PNCP",21393441
"8458",2025-07-31,"MG","56.994.502/0026-98","Novartis",NA,"Omalizumabe","75 mg - Injetável",3590,4176063.01008316,"PNCP",21393441
"8459",2025-07-31,"MG","56.994.502/0026-98","Novartis",272815,"Penicilamina","250 mg - Comprimido/Cápsula",239596,7123809.72415211,"PNCP",21393441
"8460",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",2135,106675.42950525,"PNCP",4126854
"8461",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Bosentana","Não Especificado",19000,65533.3304112941,"PNCP",4126854
"8462",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Omalizumabe","Não Especificado",7750,5477762.93034078,"PNCP",4126854
"8463",2025-07-17,"ES","56.994.502/0026-98","Novartis",NA,"Ambrisentana","Não Especificado",865,43219.7817573425,"PNCP",4126854
